HoursStudied,Attendance,ParentalInvolvement,AccessToResources,ExtracurricularActivities,SleepHours,PreviousScores,MotivationLevel,InternetAccess,TutoringSessions,FamilyIncome,TeacherQuality,SchoolType,PeerInfluence,PhysicalActivity,LearningDisabilities,ParentalEducationLevel,DistanceFromHome,Gender,ExamScore
18,93,-1,0,1,7,69,0,1,0,-1,0,Public,0,2,0,College,1,Male,67
22,90,0,0,1,7,66,-1,1,0,-1,0,Public,1,1,0,Postgraduate,1,Male,69
21,70,1,0,1,5,93,1,1,1,-1,0,Public,0,3,0,College,1,Male,68
7,70,0,0,1,6,51,0,1,0,1,0,Private,0,1,0,1 School,0,Female,59
25,99,1,1,0,7,86,-1,0,3,0,0,Public,1,3,0,College,1,Female,75
21,60,0,0,1,6,71,-1,1,0,0,-1,Public,-1,4,1,1 School,-1,Male,59
23,95,1,0,0,6,86,-1,1,0,0,1,Public,0,3,0,1 School,0,Female,71
44,68,1,-1,0,9,75,-1,1,3,0,1,Private,-1,2,0,1 School,0,Female,71
7,98,0,0,0,7,54,1,1,0,0,1,Private,0,2,0,1 School,1,Female,66
30,74,0,-1,0,10,99,0,1,1,1,0,Private,1,2,0,1 School,0,Male,69
18,78,1,0,1,7,54,-1,0,4,-1,1,Public,0,4,1,College,0,Female,65
22,88,0,0,1,9,58,-1,1,3,-1,0,Private,-1,2,0,College,0,Male,68
20,84,1,-1,0,7,71,0,1,5,-1,1,Private,1,2,0,1 School,-1,Female,68
17,73,0,0,1,6,97,1,1,1,0,1,Public,1,3,0,1 School,1,Male,67
17,82,1,0,1,7,65,0,1,1,0,0,Public,1,5,0,1 School,1,Male,68
22,89,-1,0,1,9,78,0,1,0,0,0,Public,1,3,0,,0,Male,68
11,62,1,0,1,7,76,1,1,3,1,0,Private,0,3,1,1 School,0,Male,88
25,60,0,1,1,8,67,0,1,1,0,1,Public,0,2,0,College,1,Female,66
18,78,1,-1,1,7,85,1,1,3,-1,-1,Public,-1,2,0,College,1,Male,67
13,65,0,1,0,7,75,-1,1,2,0,1,Private,0,4,0,1 School,0,Male,63
17,87,0,1,1,7,79,0,1,3,-1,0,Public,0,4,1,1 School,1,Female,68
28,69,1,-1,0,6,61,-1,1,2,0,1,Public,1,1,1,1 School,1,Male,65
17,77,1,0,1,7,96,0,1,1,-1,-1,Private,1,3,0,College,1,Male,67
22,68,1,1,1,8,56,0,0,3,0,0,Private,1,1,0,Postgraduate,1,Male,67
16,82,0,0,1,7,85,0,1,1,1,0,Public,0,4,0,1 School,1,Male,67
25,65,0,-1,0,7,94,-1,1,1,-1,1,Public,1,3,0,1 School,-1,Male,64
24,61,0,0,0,8,54,0,1,1,-1,0,Public,0,2,1,,0,Male,61
31,62,0,0,1,7,51,0,1,2,0,0,Public,0,1,0,College,-1,Female,65
19,98,-1,1,1,7,67,1,1,1,0,0,Private,-1,4,0,1 School,0,Female,70
24,66,0,1,0,8,89,0,1,0,0,1,Public,1,2,0,College,1,Male,67
21,88,1,-1,0,7,86,0,1,1,-1,0,Private,1,2,0,1 School,0,Male,68
28,63,0,0,1,7,91,0,1,1,-1,0,Private,1,1,0,1 School,-1,Male,65
16,64,1,0,1,8,70,-1,1,3,1,1,Private,-1,3,0,1 School,-1,Female,63
24,80,0,1,0,7,100,0,1,1,1,1,Public,0,3,0,Postgraduate,0,Male,72
19,79,1,0,1,7,68,0,1,2,1,1,Public,-1,1,0,College,1,Female,68
20,98,0,1,1,7,90,0,1,2,0,0,Public,1,4,0,,1,Male,73
21,98,1,0,1,7,68,1,1,0,0,0,Public,1,3,1,College,1,Female,71
22,91,0,1,0,5,61,0,1,3,-1,1,Public,0,2,0,Postgraduate,-1,Male,70
19,84,1,0,1,7,67,-1,1,0,0,-1,Public,1,3,0,Postgraduate,1,Female,68
21,78,0,1,0,10,60,0,1,3,1,0,Public,-1,5,0,1 School,0,Male,68
29,74,0,0,0,6,56,-1,1,2,-1,1,Public,0,3,0,Postgraduate,1,Female,68
26,98,-1,1,1,6,68,0,1,1,-1,0,Private,0,1,0,Postgraduate,0,Male,71
25,84,0,0,1,10,57,-1,1,4,0,0,Public,1,2,0,College,1,Male,70
17,83,1,0,0,6,75,0,1,2,0,0,Public,1,3,1,1 School,1,Male,67
15,69,-1,0,1,9,52,0,1,0,1,0,Public,0,3,0,College,1,Female,61
26,62,1,-1,1,7,72,-1,1,1,0,0,Public,0,3,0,College,0,Female,64
25,98,-1,0,0,7,98,0,1,1,0,0,Public,-1,4,0,Postgraduate,1,Male,72
29,73,1,0,0,7,68,-1,1,1,-1,1,Private,1,4,1,1 School,0,Male,67
16,78,1,-1,1,8,57,1,1,1,0,0,Public,-1,3,0,College,1,Male,65
19,65,0,-1,1,5,65,1,1,1,1,0,Public,1,6,0,College,0,Female,64
10,93,-1,0,1,7,90,0,1,0,-1,0,Private,1,2,0,1 School,1,Female,66
18,61,0,0,0,6,66,0,1,1,0,1,Public,1,2,0,1 School,0,Female,62
26,93,-1,0,0,4,69,0,1,2,-1,0,Public,0,3,0,1 School,1,Male,70
17,66,0,0,1,9,89,0,0,1,0,1,Public,1,4,0,1 School,0,Female,64
24,95,0,-1,0,4,63,-1,1,3,-1,0,Public,1,3,0,1 School,1,Female,70
19,89,0,-1,0,10,74,0,1,1,-1,0,Public,1,2,0,1 School,0,Female,66
22,67,-1,1,1,8,53,0,1,0,0,1,Public,-1,3,0,1 School,-1,Male,62
13,83,-1,-1,0,5,59,1,1,4,-1,0,Private,0,2,0,1 School,1,Female,63
21,73,-1,0,1,9,60,1,1,2,0,0,Public,1,3,0,College,1,Male,66
2,67,0,0,0,6,73,-1,1,1,-1,0,Private,1,2,0,College,0,Male,58
19,94,0,1,1,6,91,0,1,1,-1,0,Public,-1,3,0,1 School,0,Male,70
10,76,0,-1,0,4,68,0,1,1,1,-1,Private,0,6,0,College,1,Male,63
27,76,0,1,1,6,69,1,1,0,0,1,Public,0,1,0,,1,Male,70
25,67,1,0,1,6,65,0,1,1,-1,0,Public,-1,3,0,1 School,1,Male,65
23,75,0,-1,1,8,66,0,1,5,0,-1,Public,0,3,0,1 School,1,Male,67
29,95,1,0,0,9,70,0,0,1,-1,0,Private,1,2,0,Postgraduate,1,Female,73
14,75,0,0,1,5,95,0,1,0,0,0,Public,1,3,0,College,0,Male,82
30,98,-1,0,0,7,51,1,1,0,-1,0,Public,1,2,0,1 School,1,Male,71
26,98,0,0,1,4,81,-1,1,1,-1,0,Public,1,4,0,Postgraduate,1,Male,73
19,66,0,1,0,7,94,-1,1,1,1,0,Public,1,4,0,1 School,0,Female,65
27,67,1,0,1,10,71,0,1,1,-1,1,Public,0,3,0,1 School,1,Female,67
13,95,0,0,1,4,83,-1,0,1,-1,1,Public,0,4,0,College,0,Male,67
15,76,1,1,1,5,79,0,1,4,0,0,Public,0,4,0,Postgraduate,0,Female,69
16,60,0,1,1,8,67,-1,1,0,-1,0,Public,0,3,0,1 School,1,Male,61
17,71,0,-1,0,8,57,0,1,3,0,1,Private,1,4,0,1 School,1,Female,64
14,84,-1,1,0,6,61,-1,1,1,1,0,Public,1,2,0,College,-1,Male,64
27,92,-1,0,1,9,53,-1,1,2,-1,0,Public,-1,2,0,College,-1,Male,68
18,65,0,-1,0,6,88,0,1,1,0,0,Private,1,1,1,College,1,Male,62
22,64,0,0,1,10,77,1,1,5,0,0,Public,0,3,1,1 School,1,Male,66
17,97,1,-1,1,8,89,0,1,1,-1,0,Public,0,4,0,College,1,Male,70
9,90,1,0,1,9,65,-1,1,3,0,0,Public,1,3,0,1 School,1,Female,67
22,84,0,0,1,8,90,0,1,2,0,0,Public,1,2,0,College,1,Female,70
9,91,0,0,0,8,65,1,1,0,0,0,Public,1,4,0,1 School,0,Male,65
20,77,-1,0,0,8,56,0,1,1,0,1,Public,1,4,0,College,0,Male,65
12,90,0,1,1,9,77,0,1,3,0,0,Public,1,3,0,Postgraduate,1,Male,70
32,75,1,0,1,7,97,1,1,1,0,0,Private,0,3,0,College,0,Male,72
25,70,0,0,0,6,71,-1,1,0,-1,0,Public,0,2,0,College,1,Female,65
21,89,1,1,1,7,76,0,1,1,0,0,Public,1,2,0,1 School,1,Male,71
28,77,1,1,1,6,73,-1,1,3,0,1,Private,-1,3,0,College,1,Female,71
15,99,0,1,1,6,73,1,1,1,1,1,Public,-1,5,0,Postgraduate,1,Male,72
23,74,-1,-1,0,9,61,-1,1,0,0,-1,Public,1,4,0,Postgraduate,1,Male,64
21,97,0,0,0,8,71,1,1,2,1,1,Public,0,1,0,College,0,Male,72
22,97,-1,0,0,8,75,0,1,1,0,0,Private,1,4,0,Postgraduate,1,Male,71
28,70,0,0,1,9,87,-1,1,0,-1,0,Public,0,3,0,1 School,0,Male,66
24,92,1,-1,0,8,57,0,1,3,0,0,Private,1,3,0,College,1,Female,71
22,77,0,0,1,10,79,1,1,2,0,-1,Public,0,2,0,1 School,1,Male,67
10,97,1,1,0,4,83,-1,1,1,-1,1,Public,0,2,0,Postgraduate,1,Male,69
14,78,1,0,1,6,69,1,1,0,0,0,Public,1,5,0,College,0,Female,67
19,90,1,0,1,6,77,0,1,0,1,0,Public,0,4,0,Postgraduate,1,Male,71
21,79,0,-1,0,5,86,-1,1,1,1,,Private,1,2,0,1 School,0,Female,66
13,69,1,1,0,7,73,-1,1,1,0,-1,Private,1,2,0,1 School,-1,Male,62
34,68,0,0,0,7,67,1,1,0,0,0,Private,0,2,0,1 School,0,Male,67
29,77,0,-1,1,10,91,1,1,2,-1,0,Public,-1,4,0,Postgraduate,1,Female,70
24,90,1,1,0,8,99,1,1,0,-1,0,Public,0,3,0,College,0,Female,72
20,84,1,1,0,6,61,0,1,3,0,0,Private,0,2,0,1 School,1,Male,69
19,88,0,1,0,8,94,1,1,1,0,0,Public,0,3,0,1 School,0,Male,70
14,71,1,1,0,4,77,0,1,0,0,0,Public,-1,3,0,1 School,1,Female,64
20,79,0,0,1,7,72,-1,0,1,0,0,Public,-1,3,0,1 School,1,Male,65
22,62,0,1,1,7,95,0,1,2,0,0,Public,-1,2,0,1 School,1,Male,66
13,93,-1,0,0,6,96,1,1,2,1,0,Private,-1,3,0,1 School,1,Female,68
22,100,0,0,1,7,64,0,1,2,-1,0,Private,1,3,0,College,1,Female,72
19,76,0,-1,1,6,68,0,1,2,1,0,Public,1,3,0,1 School,0,Female,65
9,60,0,-1,1,6,93,0,1,3,-1,1,Private,0,2,0,1 School,0,Female,60
15,67,0,0,0,8,75,0,1,0,1,1,Public,-1,4,0,Postgraduate,1,Female,63
18,86,-1,-1,1,9,64,-1,1,3,-1,1,Public,1,3,0,1 School,1,Female,66
31,84,-1,0,1,8,98,-1,1,1,0,0,Public,1,4,0,Postgraduate,1,Female,73
23,92,0,0,1,6,61,-1,1,4,-1,0,Public,1,4,0,College,1,Male,71
12,70,0,0,1,6,81,-1,1,1,-1,0,Public,-1,2,1,1 School,-1,Male,59
23,91,0,-1,1,6,71,0,1,5,-1,1,Public,0,3,0,1 School,0,Female,70
11,88,0,-1,1,7,73,-1,1,1,0,-1,Private,0,3,1,College,1,Female,63
26,73,0,0,0,6,55,0,1,1,0,-1,Public,1,4,0,Postgraduate,1,Male,67
17,82,-1,0,1,9,63,0,1,2,-1,0,Private,0,2,0,College,0,Male,65
19,66,0,-1,0,7,58,0,1,5,0,-1,Public,1,4,0,College,0,Female,64
28,78,1,0,0,8,87,-1,1,2,-1,0,Public,1,2,0,Postgraduate,1,Male,71
12,95,0,1,1,5,85,0,1,2,1,0,Public,-1,2,0,College,1,Male,70
12,77,0,-1,1,6,90,0,1,2,0,-1,Public,0,2,0,1 School,1,Female,63
16,94,-1,0,0,8,85,0,1,3,-1,1,Public,0,2,0,1 School,1,Female,68
26,84,0,0,1,8,56,0,0,1,0,0,Public,-1,2,0,College,1,Female,67
11,68,0,1,1,5,99,0,1,1,1,0,Public,0,4,0,Postgraduate,1,Female,66
3,83,1,-1,1,7,59,-1,1,2,0,1,Public,1,5,0,1 School,0,Male,63
17,80,0,0,1,7,68,0,1,0,0,0,Private,-1,5,1,College,1,Female,65
23,76,0,1,1,6,85,-1,1,2,-1,0,Public,1,3,1,1 School,-1,Male,66
27,65,0,0,1,8,57,0,1,2,-1,-1,Public,-1,4,0,Postgraduate,1,Female,65
17,77,-1,0,1,5,59,0,1,2,0,1,Private,0,4,0,1 School,1,Male,65
18,63,1,-1,0,6,94,0,1,2,0,1,Public,0,2,1,1 School,1,Male,63
27,64,0,1,0,8,67,0,1,0,-1,0,Public,1,3,0,1 School,1,Male,65
9,77,-1,1,1,7,83,0,1,1,-1,1,Private,0,4,1,1 School,-1,Male,62
18,72,0,0,1,7,93,0,1,1,0,0,Public,1,3,0,College,1,Female,66
21,97,0,-1,0,7,99,0,1,1,1,0,Public,-1,3,0,Postgraduate,1,Female,71
23,75,-1,-1,1,8,61,1,1,2,-1,0,Public,1,2,0,1 School,-1,Female,64
17,90,0,0,1,8,56,-1,1,0,0,0,Private,0,4,0,College,1,Female,67
20,81,0,0,0,8,87,0,1,1,1,0,Private,0,3,0,1 School,1,Male,68
5,88,0,0,0,7,59,0,1,3,-1,0,Public,-1,3,0,College,1,Female,63
16,70,-1,0,1,6,79,1,1,0,1,1,Public,-1,3,0,College,1,Female,64
23,98,1,1,1,6,77,0,1,1,-1,1,Public,0,1,0,Postgraduate,1,Female,74
14,81,-1,0,1,5,78,0,1,2,1,1,Public,1,4,0,Postgraduate,1,Male,68
20,93,0,0,1,6,82,-1,0,1,0,1,Public,1,3,1,1 School,0,Female,68
23,75,1,1,1,6,93,0,0,2,0,-1,Public,0,3,0,Postgraduate,0,Female,69
18,64,-1,0,1,9,64,0,1,4,-1,0,Public,-1,4,1,1 School,1,Male,61
21,87,-1,1,1,5,78,1,1,1,-1,0,Private,1,2,0,1 School,1,Female,69
14,60,-1,-1,1,9,67,-1,1,3,1,1,Public,1,3,0,1 School,1,Female,61
19,79,0,1,1,7,66,-1,1,3,1,0,Public,1,3,1,1 School,1,Male,67
24,68,-1,1,0,7,51,0,1,0,-1,-1,Private,0,4,0,1 School,1,Female,63
21,85,0,0,0,8,80,0,1,3,-1,1,Public,1,3,1,College,0,Female,68
16,99,0,0,0,5,99,-1,0,0,-1,0,Private,0,5,0,College,0,Female,68
21,79,0,-1,1,6,88,-1,1,2,1,0,Public,0,1,0,1 School,1,Male,67
24,93,-1,0,1,5,62,1,1,1,1,0,Private,-1,3,0,College,0,Female,69
8,80,1,0,0,6,86,0,1,2,-1,0,Public,0,3,0,1 School,1,Male,64
27,80,-1,-1,0,6,65,-1,1,1,-1,0,Public,1,4,0,Postgraduate,1,Male,67
18,97,0,1,0,9,88,-1,1,1,1,0,Public,0,3,1,1 School,1,Female,70
23,96,-1,1,1,6,93,-1,1,5,-1,0,Public,-1,4,0,1 School,1,Female,72
27,91,-1,1,0,4,67,0,1,1,1,1,Private,0,2,0,1 School,0,Female,71
12,72,0,0,0,6,50,1,1,1,-1,0,Public,1,3,0,College,1,Male,62
16,82,0,0,1,8,65,1,1,2,-1,0,Private,1,5,1,Postgraduate,1,Male,67
18,69,0,1,1,9,60,0,1,3,-1,0,Public,-1,2,0,College,-1,Female,64
15,78,0,0,1,7,81,0,1,0,0,-1,Public,0,2,0,1 School,1,Male,64
30,79,1,0,0,6,65,0,1,1,-1,0,Public,-1,4,0,Postgraduate,1,Female,70
15,93,0,0,1,7,52,0,1,3,-1,0,Public,-1,5,0,College,1,Female,68
17,96,0,0,0,8,77,0,1,1,0,0,Public,0,3,0,Postgraduate,1,Female,70
21,77,0,-1,1,5,94,-1,1,1,0,1,Public,-1,3,0,1 School,-1,Male,65
13,61,-1,-1,0,7,73,-1,1,2,1,0,Public,1,2,0,1 School,1,Female,59
18,94,0,0,1,7,69,0,1,1,0,1,Public,1,2,0,1 School,-1,Female,69
22,67,0,0,1,7,59,1,1,2,-1,1,Public,1,3,0,Postgraduate,1,Male,67
18,85,0,1,0,7,69,0,1,2,-1,0,Private,1,4,0,1 School,1,Male,68
19,61,0,0,0,6,67,-1,1,1,0,0,Public,1,1,0,College,1,Male,62
17,76,1,0,0,8,100,-1,0,0,1,0,Private,0,4,0,1 School,0,Male,65
11,99,1,0,1,7,52,0,1,0,1,1,Private,0,5,0,College,1,Female,69
22,64,0,0,1,7,62,0,1,3,-1,0,Private,0,4,0,Postgraduate,0,Female,65
31,77,1,-1,1,5,53,1,1,1,0,0,Public,0,2,0,1 School,1,Female,68
20,72,1,-1,1,8,93,0,1,4,-1,1,Public,1,2,0,1 School,1,Male,68
21,96,1,0,1,6,71,1,0,3,0,0,Public,-1,3,0,1 School,1,Female,71
24,95,0,-1,1,9,90,0,1,3,-1,-1,Public,1,4,0,1 School,0,Male,71
12,70,1,0,0,5,85,1,1,1,1,0,Public,1,3,0,Postgraduate,1,Female,66
30,63,0,1,1,8,96,0,1,4,-1,0,Private,1,3,0,Postgraduate,1,Female,71
21,85,0,0,0,4,51,-1,1,2,-1,0,Public,0,3,0,College,1,Female,66
30,73,1,-1,0,4,60,0,1,0,-1,-1,Private,1,4,0,1 School,0,Female,66
16,87,1,1,1,6,85,0,1,2,0,1,Public,0,1,0,1 School,,Female,69
31,61,0,0,0,4,79,0,1,0,-1,-1,Public,1,3,0,1 School,0,Female,65
25,65,1,-1,1,8,85,0,1,2,-1,0,Public,-1,3,0,Postgraduate,1,Female,66
23,87,0,-1,0,7,79,0,1,2,0,0,Public,0,2,0,1 School,-1,Male,67
21,68,0,0,0,9,79,-1,1,1,1,1,Private,-1,4,0,Postgraduate,0,Female,66
19,94,0,0,0,7,97,0,1,0,0,0,Public,0,3,0,1 School,1,Female,69
27,62,1,-1,0,7,96,0,1,2,-1,0,Public,0,4,0,1 School,1,Male,66
21,69,1,0,1,7,52,-1,1,0,-1,0,Public,-1,3,0,Postgraduate,1,Male,64
8,100,1,1,1,6,71,0,1,0,-1,1,Public,1,2,0,Postgraduate,1,Female,70
13,77,-1,0,1,6,76,-1,0,1,0,-1,Private,0,4,0,College,0,Male,62
19,88,-1,0,1,5,68,1,1,1,-1,-1,Public,1,5,0,1 School,0,Male,67
22,67,-1,0,0,8,52,0,1,1,0,-1,Public,-1,2,1,College,0,Female,60
20,84,-1,-1,0,7,74,-1,1,1,1,0,Public,0,3,0,Postgraduate,1,Female,66
27,89,0,0,1,7,99,0,1,0,0,1,Public,1,2,0,1 School,1,Female,72
8,73,0,1,1,10,54,0,1,2,0,0,Public,1,3,0,1 School,1,Male,63
21,93,-1,-1,1,6,91,-1,1,1,1,0,Public,-1,3,0,Postgraduate,1,Male,69
9,84,1,1,1,7,60,1,1,1,-1,0,Private,1,3,0,College,0,Male,66
25,76,0,0,1,7,79,0,1,2,0,0,Public,1,2,0,College,1,Male,69
19,82,1,0,0,9,69,-1,1,2,0,0,Private,0,3,0,College,0,Male,68
23,83,0,-1,0,7,67,0,1,3,-1,-1,Public,-1,4,0,1 School,0,Female,66
15,67,0,0,1,7,94,-1,1,0,1,-1,Private,1,2,0,Postgraduate,0,Male,63
28,76,0,0,1,10,99,1,1,1,0,0,Public,0,3,0,1 School,1,Male,70
26,74,0,0,0,6,69,0,1,2,-1,1,Public,1,4,0,Postgraduate,0,Male,68
24,76,0,0,1,7,82,0,1,2,0,0,Public,1,4,0,College,-1,Male,68
19,90,0,0,0,8,78,0,1,1,-1,0,Private,0,3,0,1 School,0,Male,67
23,79,1,1,1,6,54,-1,1,1,-1,0,Public,0,1,0,1 School,0,Male,67
16,98,1,-1,1,8,52,0,1,3,-1,1,Public,0,3,0,College,0,Female,69
25,72,0,0,0,6,89,-1,1,3,-1,1,Public,0,5,0,1 School,1,Male,68
30,77,0,-1,1,9,70,0,1,0,0,1,Public,0,1,0,1 School,0,Male,67
26,91,1,0,1,8,65,-1,1,0,0,1,Public,0,2,0,1 School,0,Male,70
16,82,1,1,0,7,99,-1,1,3,0,0,Public,1,3,0,Postgraduate,0,Male,70
22,82,0,-1,0,5,54,0,1,2,0,0,Public,0,2,0,College,0,Male,66
12,62,1,1,1,6,63,1,1,0,-1,0,Private,-1,2,0,1 School,1,Male,61
23,76,-1,1,1,7,93,0,1,2,-1,0,Public,-1,2,0,College,1,Male,68
23,71,-1,0,1,8,71,-1,1,1,-1,-1,Public,0,2,0,Postgraduate,1,Female,64
9,100,-1,-1,0,7,79,0,1,1,-1,0,Public,1,2,0,Postgraduate,1,Male,66
13,72,-1,1,1,8,52,0,1,3,1,1,Private,1,4,0,1 School,,Male,65
18,95,0,1,0,8,96,0,1,3,0,-1,Public,-1,6,0,Postgraduate,1,Male,73
18,87,-1,-1,0,8,57,0,0,3,1,1,Public,1,4,0,1 School,1,Male,66
13,74,1,1,1,7,61,0,1,2,-1,0,Public,1,3,0,1 School,0,Male,65
22,82,0,1,1,7,58,0,1,0,0,0,Public,-1,4,0,College,1,Male,68
22,94,0,0,1,7,75,-1,1,0,-1,1,Public,0,3,0,1 School,1,Male,69
19,95,-1,1,1,6,91,1,1,1,0,1,Public,0,4,0,College,1,Male,72
15,66,0,0,0,9,63,0,1,3,0,0,Private,0,3,0,1 School,1,Male,63
26,74,-1,0,0,8,57,0,1,0,0,0,Private,1,1,0,1 School,1,Male,65
30,73,1,0,1,9,70,-1,1,0,0,0,Public,-1,4,0,College,1,Male,69
17,62,1,-1,0,6,99,0,1,2,0,0,Private,-1,3,0,1 School,-1,Female,62
16,84,0,1,1,8,51,-1,1,0,0,0,Public,-1,3,0,Postgraduate,1,Female,66
23,94,-1,-1,1,9,75,0,1,3,-1,0,Private,0,2,0,Postgraduate,0,Female,69
18,75,1,0,1,9,83,0,1,2,-1,0,Public,1,4,1,Postgraduate,0,Female,67
19,90,0,1,1,5,90,-1,1,0,-1,0,Public,0,2,0,College,-1,Female,94
24,85,0,0,1,7,87,1,1,2,0,0,Private,0,2,0,1 School,1,Female,71
9,75,0,0,0,7,54,-1,1,2,-1,0,Public,1,4,0,1 School,1,Female,61
28,66,1,0,1,9,73,0,1,2,-1,0,Public,1,2,0,College,1,Male,68
20,88,0,0,0,4,54,-1,1,0,1,-1,Public,-1,4,0,1 School,1,Male,66
18,94,1,1,1,5,81,0,1,0,1,-1,Public,-1,5,0,1 School,1,Female,71
19,87,-1,0,0,9,54,-1,1,3,-1,1,Public,1,4,0,1 School,0,Female,66
20,61,-1,0,0,6,52,0,1,2,-1,-1,Private,-1,2,0,Postgraduate,1,Male,60
10,69,0,0,1,5,65,-1,1,0,0,0,Private,1,3,0,1 School,1,Female,60
29,63,-1,-1,1,9,97,1,0,3,0,1,Public,-1,3,0,1 School,1,Male,66
20,83,0,-1,1,5,85,0,1,1,1,1,Public,0,2,0,College,-1,Male,67
23,90,-1,-1,0,9,50,-1,1,4,0,0,Private,0,3,0,1 School,0,Male,67
26,64,0,0,0,5,64,0,1,2,1,0,Public,-1,1,0,1 School,1,Male,64
14,94,0,0,0,5,51,0,1,0,0,1,Public,0,3,0,College,1,Male,66
23,82,1,-1,0,7,65,1,1,1,0,1,Public,-1,3,0,1 School,1,Female,68
18,88,1,-1,1,6,84,0,1,1,0,1,Public,1,3,0,Postgraduate,0,Female,70
25,99,1,0,1,7,88,0,1,3,-1,0,Private,1,4,0,College,0,Female,75
7,63,1,1,1,10,90,0,1,0,-1,0,Private,1,2,1,1 School,0,Male,86
19,96,0,0,1,7,95,1,1,3,0,1,Private,-1,3,0,College,1,Female,73
16,65,0,-1,0,9,68,0,1,1,1,0,Public,0,3,0,1 School,0,Male,61
23,76,1,1,0,7,93,0,1,0,0,0,Private,-1,6,0,1 School,0,Male,68
23,94,0,1,0,8,86,0,1,1,-1,1,Public,0,0,0,College,-1,Female,70
16,96,0,0,1,4,77,1,1,1,1,1,Public,1,2,0,1 School,1,Male,71
16,80,1,0,1,8,98,1,1,2,0,1,Private,1,4,0,Postgraduate,1,Male,71
19,84,0,0,0,8,97,1,1,2,0,0,Public,0,1,1,College,1,Male,68
15,88,1,1,1,6,95,0,1,2,-1,0,Public,-1,4,0,1 School,1,Female,70
25,93,0,0,1,10,60,-1,1,1,0,0,Public,1,3,0,College,0,Male,70
18,65,0,1,1,6,60,-1,1,0,0,1,Private,0,3,0,1 School,0,Female,62
3,92,1,-1,1,5,95,1,1,3,0,0,Public,0,1,0,Postgraduate,1,Female,67
18,79,0,0,0,8,70,1,1,3,0,0,Public,1,3,0,College,1,Female,68
14,78,1,1,1,5,90,0,1,1,0,0,Public,0,3,0,Postgraduate,1,Female,68
10,77,1,1,0,7,84,-1,1,2,-1,1,Private,0,1,0,1 School,-1,Male,64
13,80,0,1,0,9,88,0,1,1,1,1,Public,1,3,0,Postgraduate,1,Male,68
21,98,-1,1,1,8,51,0,1,0,0,0,Public,0,3,0,1 School,1,Male,69
28,82,0,1,0,7,71,-1,1,1,0,1,Public,0,3,0,1 School,1,Male,70
22,98,0,0,1,6,93,0,1,4,-1,0,Public,0,4,0,1 School,1,Female,73
16,67,1,0,1,9,74,0,1,1,1,1,Public,1,3,0,Postgraduate,0,Male,66
23,89,-1,0,0,5,85,-1,1,0,-1,0,Public,1,3,0,Postgraduate,0,Male,68
17,92,-1,0,1,8,88,1,0,1,1,0,Public,0,3,0,1 School,1,Female,68
16,87,-1,0,1,10,56,-1,1,2,0,1,Private,0,0,0,Postgraduate,0,Female,65
13,84,0,0,1,8,58,1,1,2,-1,-1,Public,0,3,0,Postgraduate,1,Female,66
9,83,1,-1,1,7,86,0,1,0,-1,0,Public,-1,1,0,College,-1,Female,62
18,94,-1,-1,1,7,53,-1,1,3,0,1,Private,0,2,0,1 School,1,Female,67
21,93,0,1,1,6,67,1,1,1,0,1,Public,1,3,0,Postgraduate,1,Female,73
19,65,0,-1,1,6,96,0,1,2,0,1,Private,0,2,0,Postgraduate,1,Male,65
18,94,1,-1,0,7,79,1,1,2,1,0,Private,0,4,0,1 School,1,Female,70
14,77,1,0,1,8,96,0,1,3,0,0,Public,0,2,0,Postgraduate,1,Male,68
24,70,1,0,1,9,65,0,1,3,0,-1,Private,1,3,0,1 School,0,Male,67
12,95,-1,0,1,4,82,1,1,2,-1,0,Public,-1,3,0,1 School,0,Male,66
25,77,0,-1,0,4,64,-1,1,3,-1,0,Public,0,4,1,College,1,Female,65
14,92,1,-1,1,9,56,-1,1,1,0,0,Public,0,4,0,1 School,0,Female,66
15,71,1,1,0,7,100,-1,1,2,-1,-1,Public,0,4,0,1 School,1,Male,66
11,60,0,1,0,7,59,1,1,2,-1,0,Public,1,1,0,College,0,Male,60
17,80,1,-1,1,8,59,0,1,0,1,1,Public,-1,4,0,College,1,Female,66
26,64,1,0,1,7,92,-1,1,2,-1,1,Private,1,4,0,College,0,Female,68
23,90,0,0,1,10,90,-1,1,3,-1,0,Public,1,5,0,1 School,1,Male,72
26,71,-1,1,0,8,99,0,0,1,0,0,Public,1,3,0,College,1,Male,68
23,78,0,0,1,6,54,1,1,0,-1,0,Public,0,3,0,Postgraduate,1,Female,67
13,63,1,0,0,6,55,1,1,0,0,-1,Public,1,4,0,Postgraduate,1,Male,62
18,71,0,0,0,7,72,1,1,0,1,1,Public,1,5,0,College,0,Female,66
15,91,1,0,0,6,80,0,1,0,-1,0,Private,1,3,0,Postgraduate,1,Male,69
28,66,0,0,0,10,52,-1,1,0,-1,1,Public,1,3,0,1 School,1,Male,64
13,86,-1,0,0,7,58,0,0,0,0,0,Private,1,3,0,1 School,1,Male,63
25,97,-1,1,1,5,85,0,1,2,1,0,Public,1,2,0,,1,Male,74
25,87,1,0,1,8,83,0,1,0,0,1,Private,1,4,0,College,0,Male,72
31,92,0,0,1,9,54,0,0,1,-1,0,Private,1,3,0,College,1,Male,71
18,64,-1,1,1,9,97,0,1,2,0,0,Public,-1,3,0,1 School,0,Female,64
